x, y
0, 0
0.000285272, 1.96222e-06
0.000570544, 4.61681e-06
0.000855816, 7.90507e-06
0.00114109, 1.17296e-05
0.00142636, 1.55455e-05
0.00171163, 1.97962e-05
0.00199691, 2.47535e-05
0.00228218, 2.99984e-05
0.00256745, 3.55838e-05
0.00285272, 4.17871e-05
0.00313799, 4.88407e-05
0.00342327, 5.60862e-05
0.00370854, 6.23926e-05
0.00399381, 6.68143e-05
0.00427908, 6.95066e-05
0.00456435, 6.92872e-05
0.00484963, 6.60735e-05
0.0051349, 5.94003e-05
0.00542017, 5.1204e-05
0.00570544, 4.48051e-05
0.00599072, 4.37886e-05
0.00627599, 4.87815e-05
0.00656126, 5.68811e-05
0.00684653, 6.47763e-05
0.0071318, 7.05817e-05
0.00741708, 7.43124e-05
0.00770235, 7.70056e-05
0.00798762, 7.9393e-05
0.00827289, 8.21579e-05
0.00855816, 8.43711e-05
0.00884344, 8.53112e-05
0.00912871, 8.38526e-05
0.00941398, 7.91388e-05
0.00969925, 7.15172e-05
0.00998453, 6.31188e-05
0.0102698, 5.72548e-05
0.0105551, 5.62383e-05
0.0108403, 6.01812e-05
0.0111256, 6.69688e-05
0.0114109, 7.37507e-05
0.0116962, 7.85442e-05
0.0119814, 8.18974e-05
0.0122667, 8.39229e-05
0.012552, 8.56107e-05
0.0128372, 8.68265e-05
0.0131225, 8.78729e-05
0.0134078, 8.71383e-05
0.0136931, 8.41797e-05
0.0139783, 7.81471e-05
0.0142636, 7.02923e-05
0.0145489, 6.32777e-05
0.0148342, 5.98207e-05
0.0151194, 6.09769e-05
0.0154047, 6.5975e-05
0.01569, 7.23825e-05
0.0159752, 7.80267e-05
0.0162605, 8.1902e-05
0.0165458, 8.44673e-05
0.0168311, 8.63438e-05
0.0171163, 8.79013e-05
0.0174016, 8.9168e-05
0.0176869, 8.94837e-05
0.0179721, 8.76348e-05
0.0182574, 8.29298e-05
0.0185427, 7.56673e-05
0.018828, 6.78794e-05
0.0191132, 6.27059e-05
0.0193985, 6.18245e-05
0.0196838, 6.54908e-05
0.0199691, 7.17428e-05
0.0202543, 7.80863e-05
0.0205396, 8.26537e-05
0.0208249, 8.58949e-05
0.0211101, 8.80286e-05
0.0213954, 8.98732e-05
0.0216807, 9.15113e-05
0.021966, 9.26505e-05
0.0222512, 9.1849e-05
0.0225365, 8.84426e-05
0.0228218, 8.2312e-05
0.023107, 7.47056e-05
0.0233923, 6.83933e-05
0.0236776, 6.58209e-05
0.0239629, 6.76467e-05
0.0242481, 7.29865e-05
0.0245334, 7.94253e-05
0.0248187, 8.49255e-05
0.025104, 8.86453e-05
0.0253892, 9.09531e-05
0.0256745, 9.26298e-05
0.0259598, 9.41979e-05
0.026245, 9.56232e-05
0.0265303, 9.58911e-05
0.0268156, 9.39376e-05
0.0271009, 8.92408e-05
0.0273861, 8.24701e-05
0.0276714, 7.56248e-05
0.0279567, 7.16057e-05
0.0282419, 7.14578e-05
0.0285272, 7.51748e-05
0.0288125, 8.10193e-05
0.0290978, 8.6803e-05
0.029383, 9.09003e-05
0.0296683, 9.38304e-05
0.0299536, 9.55904e-05
0.0302388, 9.70176e-05
0.0305241, 9.8397e-05
0.0308094, 9.92902e-05
0.0310947, 9.82574e-05
0.0313799, 9.48545e-05
0.0316652, 8.89707e-05
0.0319505, 8.19968e-05
0.0322358, 7.66281e-05
0.032521, 7.47444e-05
0.0328063, 7.67283e-05
0.0330916, 8.15841e-05
0.0333768, 8.72829e-05
0.0336621, 9.20565e-05
0.0339474, 9.53509e-05
0.0342327, 9.73376e-05
0.0345179, 9.89435e-05
0.0348032, 0.00010041
0.0350885, 0.00010158
0.0353737, 0.000101366
0.035659, 9.90313e-05
0.0359443, 9.40978e-05
0.0362296, 8.73908e-05
0.0365148, 8.10847e-05
0.0368001, 7.77702e-05
0.0370854, 7.80829e-05
0.0373707, 8.18765e-05
0.0376559, 8.73697e-05
0.0379412, 9.26494e-05
0.0382265, 9.62905e-05
0.0385117, 9.88474e-05
0.038797, 0.000100655
0.0390823, 0.000102219
0.0393676, 0.000103476
0.0396528, 0.000103986
0.0399381, 0.000102564
0.0402234, 9.87118e-05
0.0405086, 9.26556e-05
0.0407939, 8.60012e-05
0.0410792, 8.14872e-05
0.0413645, 8.04079e-05
0.0416497, 8.29855e-05
0.041935, 8.79632e-05
0.0422203, 9.34214e-05
0.0425056, 9.7612e-05
0.0427908, 0.000100634
0.0430761, 0.000102544
0.0433614, 0.000104172
0.0436466, 0.000105498
0.0439319, 0.000106458
0.0442172, 0.000105791
0.0445025, 0.000102981
0.0447877, 9.77656e-05
0.045073, 9.12703e-05
0.0453583, 8.58681e-05
0.0456435, 8.35721e-05
0.0459288, 8.47976e-05
0.0462141, 8.89401e-05
0.0464994, 9.42826e-05
