x, y
0, 0
0.00090211, 8.73625e-05
0.00180422, 0.000132456
0.00270633, 0.000168313
0.00360844, 0.000199774
0.00451055, 0.00022744
0.00541266, 0.000234836
0.00631477, 0.000223677
0.00721688, 0.000216991
0.00811899, 0.000214432
0.0090211, 0.000210362
0.00992321, 0.000215158
0.0108253, 0.000220032
0.0117274, 0.000224441
0.0126295, 0.000230147
0.0135316, 0.000230168
0.0144338, 0.000233834
0.0153359, 0.000242829
0.016238, 0.000251294
0.0171401, 0.000252886
0.0180422, 0.000249376
0.0189443, 0.000246716
0.0198464, 0.000245537
0.0207485, 0.000241167
0.0216506, 0.000241269
0.0225527, 0.000236307
0.0234549, 0.000237462
0.024357, 0.000241806
0.0252591, 0.000245174
0.0261612, 0.00025102
0.0270633, 0.000250072
0.0279654, 0.000246878
0.0288675, 0.000245206
0.0297696, 0.000243862
0.0306717, 0.000248243
0.0315738, 0.000250571
0.032476, 0.000254566
0.0333781, 0.000262827
0.0342802, 0.000265176
0.0351823, 0.000265374
0.0360844, 0.000264094
0.0369865, 0.000261306
0.0378886, 0.000265052
0.0387907, 0.000268265
0.0396928, 0.000271231
0.0405949, 0.000273018
0.0414971, 0.000267645
0.0423992, 0.000263276
0.0433013, 0.000260693
0.0442034, 0.000261219
0.0451055, 0.000264056
0.0460076, 0.000265009
0.0469097, 0.000270364
0.0478118, 0.000274838
0.0487139, 0.000273031
0.049616, 0.000273542
0.0505181, 0.000268798
0.0514203, 0.000269848
0.0523224, 0.000273555
0.0532245, 0.00027595
0.0541266, 0.000279866
0.0550287, 0.000276543
0.0559308, 0.000271378
0.0568329, 0.000268599
0.057735, 0.000266743
0.0586371, 0.000269873
0.0595392, 0.00027062
0.0604414, 0.000274483
0.0613435, 0.000281315
0.0622456, 0.000280908
0.0631477, 0.000280356
0.0640498, 0.00027827
0.0649519, 0.000275152
0.065854, 0.000278383
0.0667561, 0.000281394
0.0676582, 0.000284099
0.0685603, 0.000285331
0.0694625, 0.000280088
0.0703646, 0.000275709
0.0712667, 0.000273487
0.0721688, 0.000274298
0.0730709, 0.000275881
0.073973, 0.000277845
0.0748751, 0.000284232
0.0757772, 0.000286833
0.0766793, 0.000284873
0.0775814, 0.000284792
0.0784836, 0.000279883
0.0793857, 0.000281036
0.0802878, 0.000284447
0.0811899, 0.00028634
0.082092, 0.000289732
0.0829941, 0.000286207
0.0838962, 0.000281045
0.0847983, 0.000277776
0.0857004, 0.000276541
0.0866025, 0.000278601
0.0875047, 0.000279465
0.0884068, 0.000284265
0.0893089, 0.000289861
0.090211, 0.000287969
0.0911131, 0.000287341
0.0920152, 0.000284613
0.0929173, 0.000282005
0.0938194, 0.000285259
0.0947215, 0.000287847
0.0956236, 0.000290284
0.0965257, 0.000290567
0.0974279, 0.000285584
0.09833, 0.000280735
0.0992321, 0.000278749
0.100134, 0.00027985
0.101036, 0.000280903
0.101938, 0.000283753
0.102841, 0.000290588
0.103743, 0.000291019
0.104645, 0.000289242
0.105547, 0.0002886
0.106449, 0.00028372
0.107351, 0.000285547
0.108253, 0.00028878
0.109155, 0.000290414
0.110057, 0.000293373
0.11096, 0.000289118
0.111862, 0.000284058
0.112764, 0.000281095
0.113666, 0.000280777
0.114568, 0.000282525
0.11547, 0.000283621
0.116372, 0.00028909
0.117274, 0.000293329
0.118176, 0.000291035
0.119078, 0.000290402
0.119981, 0.000286855
0.120883, 0.000285853
0.121785, 0.000289206
0.122687, 0.000291402
0.123589, 0.0002942
0.124491, 0.000292799
0.125393, 0.000287763
0.126295, 0.000283558
0.127197, 0.000281847
0.1281, 0.000283875
0.129002, 0.000284372
0.129904, 0.000287797
0.130806, 0.000294252
0.131708, 0.000293363
0.13261, 0.000292106
0.133512, 0.000290722
0.134414, 0.000286626
0.135316, 0.00028938
0.136219, 0.000292386
0.137121, 0.000294247
0.138023, 0.000296267
0.138925, 0.000291513
0.139827, 0.000286571
0.140729, 0.000284053
0.141631, 0.00028446
0.142533, 0.000285969
0.143435, 0.000287171
0.144338, 0.000293389
0.14524, 0.000297218
0.146142, 0.000296003
0.147044, 0.000295585
0.147946, 0.000290299
0.148848, 0.000290082
0.14975, 0.000292867
0.150652, 0.000294442
0.151554, 0.00029751
0.152457, 0.000294524
0.153359, 0.000289615
0.154261, 0.000286079
0.155163, 0.000284763
0.156065, 0.000286734
0.156967, 0.000287417
0.157869, 0.000291813
0.158771, 0.000297549
0.159673, 0.000295578
0.160576, 0.000294756
0.161478, 0.000292294
0.16238, 0.000289562
0.163282, 0.000292727
0.164184, 0.000295365
0.165086, 0.0002977
0.165988, 0.000298238
0.16689, 0.000293246
0.167792, 0.00028835
0.168695, 0.000286258
0.169597, 0.000287599
0.170499, 0.000288565
0.171401, 0.000290711
0.172303, 0.00029713
0.173205, 0.000297886
0.174107, 0.000296106
0.175009, 0.000295559
0.175911, 0.000290849
0.176814, 0.000292659
0.177716, 0.000295858
0.178618, 0.000297491
0.17952, 0.000300416
0.180422, 0.000296232
0.181324, 0.00029124
0.182226, 0.000288223
0.183128, 0.000287616
0.18403, 0.000289601
0.184933, 0.00029029
0.185835, 0.000295369
0.186737, 0.000299676
0.187639, 0.000297471
0.188541, 0.000296864
0.189443, 0.000293361
0.190345, 0.000292354
0.191247, 0.000295604
0.192149, 0.000297732
0.193051, 0.000300475
0.193954, 0.000299212
0.194856, 0.000294159
0.195758, 0.000289967
0.19666, 0.000288151
0.197562, 0.000290059
0.198464, 0.000290465
0.199366, 0.000293781
0.200268, 0.00030007
0.20117, 0.000299154
0.202073, 0.000297884
0.202975, 0.00029646
0.203877, 0.000292376
0.204779, 0.000295037
0.205681, 0.000297912
0.206583, 0.000299683
0.207485, 0.000301586
0.208387, 0.000296713
0.209289, 0.000291794
0.210192, 0.00028938
0.211094, 0.000289719
0.211996, 0.000290857
0.212898, 0.000292464
0.2138, 0.000298381
0.214702, 0.000300824
0.215604, 0.000298652
0.216506, 0.000298349
0.217408, 0.000293778
0.218311, 0.000294335
0.219213, 0.000297491
0.220115, 0.000299206
0.221017, 0.000302255
0.221919, 0.000299065
0.222821, 0.000294111
0.223723, 0.000290599
0.224625, 0.000289399
0.225527, 0.000291412
0.22643, 0.000291871
0.227332, 0.000296291
0.228234, 0.000301616
0.229136, 0.000299643
0.230038, 0.000298888
0.23094, 0.00029635
0.231842, 0.000293755
0.232744, 0.000296823
0.233646, 0.000299311
0.234549, 0.000301581
0.235451, 0.000301726
0.236353, 0.000296735
0.237255, 0.00029199
0.238157, 0.000290013
0.239059, 0.000291381
0.239961, 0.000291999
0.240863, 0.000294493
0.241765, 0.000301025
0.242668, 0.00030132
0.24357, 0.000299556
0.244472, 0.000298847
0.245374, 0.000294186
0.246276, 0.000296054
0.247178, 0.000299156
0.24808, 0.000300712
0.248982, 0.000303426
0.249884, 0.000299126
0.250787, 0.000294063
0.251689, 0.00029122
0.252591, 0.000290859
0.253493, 0.000292504
0.254395, 0.000293446
0.255297, 0.000298708
0.256199, 0.000302622
0.257101, 0.000300343
0.258003, 0.000299717
0.258906, 0.000296034
0.259808, 0.000295365
0.26071, 0.000298575
0.261612, 0.000300569
0.262514, 0.000303335
0.263416, 0.000301614
0.264318, 0.000296661
0.26522, 0.000292533
0.266122, 0.000290886
0.267024, 0.000292766
0.267927, 0.000293167
0.268829, 0.000296733
0.269731, 0.000302871
0.270633, 0.000301621
0.271535, 0.000300482
0.272437, 0.000298768
0.273339, 0.000295052
0.274241, 0.000297826
0.275143, 0.000300593
0.276046, 0.000302437
0.276948, 0.00030395
0.27785, 0.000299172
0.278752, 0.000294241
0.279654, 0.000291839
0.280556, 0.000292473
0.281458, 0.000293408
0.28236, 0.000295231
0.283262, 0.000301348
0.284165, 0.000303205
0.285067, 0.000301171
0.285969, 0.000300725
0.286871, 0.000296094
0.287773, 0.000297064
0.288675, 0.000300198
0.289577, 0.000301818
0.290479, 0.000304825
0.291381, 0.000301402
0.292284, 0.000296306
0.293186, 0.000293004
0.294088, 0.000291991
0.29499, 0.000293827
0.295892, 0.000294403
0.296794, 0.000299136
0.297696, 0.000304025
0.298598, 0.000301932
0.2995, 0.000301234
0.300403, 0.000298291
0.301305, 0.000296305
0.302207, 0.000299451
0.303109, 0.00030175
0.304011, 0.000304181
0.304913, 0.000303864
0.305815, 0.00029891
0.306717, 0.000294346
0.307619, 0.000292432
0.308522, 0.000294027
0.309424, 0.000294477
0.310326, 0.000297257
0.311228, 0.000303688
0.31213, 0.000303401
0.313032, 0.000301878
0.313934, 0.000300869
0.314836, 0.000296407
0.315738, 0.000298646
0.316641, 0.000301602
0.317543, 0.000303176
0.318445, 0.000305557
0.319347, 0.000300994
0.320249, 0.000295981
0.321151, 0.000293392
0.322053, 0.000293277
0.322955, 0.000294627
0.323857, 0.000295863
0.32476, 0.000301409
0.325662, 0.000304579
0.326564, 0.000302325
0.327466, 0.000301698
0.328368, 0.000297777
0.32927, 0.000297656
0.330172, 0.000300808
0.331074, 0.000302635
0.331976, 0.000305503
0.332879, 0.000303123
0.333781, 0.000298109
0.334683, 0.000294355
0.335585, 0.000292936
0.336487, 0.000294876
0.337389, 0.000295267
0.338291, 0.000299225
0.339193, 0.000304992
0.340095, 0.000303311
0.340998, 0.000302328
0.3419, 0.000300247
0.342802, 0.000297066
0.343704, 0.000299973
0.344606, 0.000302595
0.345508, 0.000304595
0.34641, 0.000305478
0.347312, 0.000300786
0.348214, 0.000295817
0.349116, 0.00029356
0.350019, 0.000294585
0.350921, 0.00029529
0.351823, 0.000297432
0.352725, 0.000303767
0.353627, 0.000304786
0.354529, 0.000302877
0.355431, 0.00030231
0.356333, 0.000297628
0.357235, 0.000299063
0.358138, 0.000302148
0.35904, 0.000303654
0.359942, 0.000306549
0.360844, 0.000302462
0.361746, 0.00029744
0.362648, 0.000294481
0.36355, 0.00029376
0.364452, 0.000295461
0.365354, 0.000296235
0.366257, 0.000301287
0.367159, 0.000305594
0.368061, 0.000303375
0.368963, 0.000302697
0.369865, 0.000299351
0.370767, 0.000298115
0.371669, 0.00030127
0.372571, 0.000303377
0.373473, 0.000305989
0.374376, 0.000304909
0.375278, 0.000299942
0.37618, 0.000295671
0.377082, 0.000293925
0.377984, 0.000295607
0.378886, 0.000295953
0.379788, 0.000299256
0.38069, 0.000305457
0.381592, 0.000304568
0.382495, 0.000303273
0.383397, 0.000301849
0.384299, 0.000297783
0.385201, 0.000300345
0.386103, 0.000303174
0.387005, 0.000304861
0.387907, 0.000306718
0.388809, 0.000301981
0.389711, 0.000297045
0.390614, 0.000294674
0.391516, 0.000295085
0.392418, 0.000296098
0.39332, 0.000297718
0.394222, 0.00030357
0.395124, 0.00030588
0.396026, 0.00030371
0.396928, 0.000303365
0.39783, 0.000298865
0.398733, 0.000299408
0.399635, 0.000302506
0.400537, 0.000304166
0.401439, 0.000307129
0.402341, 0.000304048
0.403243, 0.000299108
0.404145, 0.000295594
0.405047, 0.000294482
0.405949, 0.00029633
0.406852, 0.000296823
0.407754, 0.000301224
0.408656, 0.000306416
0.409558, 0.000304374
0.41046, 0.00030361
0.411362, 0.00030103
0.412264, 0.000298569
0.413166, 0.000301643
0.414068, 0.000304024
0.414971, 0.000306255
0.415873, 0.000306493
0.416775, 0.000301633
0.417677, 0.00029683
0.418579, 0.000294868
0.419481, 0.000296245
0.420383, 0.00029675
0.421285, 0.000299296
0.422187, 0.000305726
0.423089, 0.000305833
0.423992, 0.000304183
0.424894, 0.00030333
0.425796, 0.00029877
0.426698, 0.00030077
0.4276, 0.000303754
0.428502, 0.000305263
0.429404, 0.000307825
0.430306, 0.000303549
0.431208, 0.000298446
0.432111, 0.000295747
0.433013, 0.000295359
0.433915, 0.000296775
0.434817, 0.000297867
0.435719, 0.000303212
0.436621, 0.000306792
0.437523, 0.000304562
0.438425, 0.000303907
0.439327, 0.000300146
0.44023, 0.000299695
0.441132, 0.000302835
0.442034, 0.000304732
0.442936, 0.000307535
0.443838, 0.000305583
0.44474, 0.000300532
0.445642, 0.000296697
0.446544, 0.000295159
0.447446, 0.000296974
0.448349, 0.00029737
0.449251, 0.000301164
0.450153, 0.000306968
0.451055, 0.000305484
0.451957, 0.000304456
0.452859, 0.000302551
0.453761, 0.000299107
0.454663, 0.000301935
0.455565, 0.000304582
0.456468, 0.000306462
0.45737, 0.000307455
0.458272, 0.000302602
0.459174, 0.000297779
0.460076, 0.000295591
0.460978, 0.00029647
0.46188, 0.000297225
0.462782, 0.00029926
0.463684, 0.000305472
0.464587, 0.00030671
0.465489, 0.000304731
0.466391, 0.000304298
0.467293, 0.000299605
0.468195, 0.000300812
0.469097, 0.000303883
0.469999, 0.000305405
0.470901, 0.000308294
0.471803, 0.000304691
0.472706, 0.000299703
0.473608, 0.0002965
0.47451, 0.000295663
0.475412, 0.000297439
0.476314, 0.000298084
0.477216, 0.000302944
0.478118, 0.000307453
0.47902, 0.000305251
0.479922, 0.000304551
0.480825, 0.000301424
0.481727, 0.000299859
0.482629, 0.000302997
0.483531, 0.000305147
0.484433, 0.000307609
0.485335, 0.000306912
0.486237, 0.000301989
0.487139, 0.00029753
0.488041, 0.000295762
0.488944, 0.00029736
0.489846, 0.000297763
0.490748, 0.000300806
0.49165, 0.000307149
0.492552, 0.000306481
0.493454, 0.000305126
0.494356, 0.000303843
0.495258, 0.000299629
0.49616, 0.000302048
0.497062, 0.000304876
0.497965, 0.000306482
0.498867, 0.000308527
0.499769, 0.00030397
0.500671, 0.000298963
0.501573, 0.000296503
0.502475, 0.000296723
0.503377, 0.00029779
0.504279, 0.000299361
0.505181, 0.000305102
0.506084, 0.000307666
0.506986, 0.000305476
0.507888, 0.000304936
0.50879, 0.000300687
0.509692, 0.000301056
0.510594, 0.000304174
0.511496, 0.000305867
0.512398, 0.000308784
0.5133, 0.000305788
0.514203, 0.000300896
0.515105, 0.000297416
0.516007, 0.000296223
0.516909, 0.000297998
0.517811, 0.00029848
0.518713, 0.000302793
0.519615, 0.000308014
0.520517, 0.000306063
0.521419, 0.000305286
0.522322, 0.000302827
0.523224, 0.000300164
0.524126, 0.000303141
0.525028, 0.000305574
0.52593, 0.000307723
0.526832, 0.000308056
0.527734, 0.000303224
0.528636, 0.000298458
0.529538, 0.000296505
0.530441, 0.000297813
0.531343, 0.000298328
0.532245, 0.000300801
0.533147, 0.0003072
0.534049, 0.000307428
0.534951, 0.000305681
0.535853, 0.000304961
0.536755, 0.000300375
0.537657, 0.000302191
0.53856, 0.000305213
0.539462, 0.000306704
0.540364, 0.000309363
0.541266, 0.000305225
