x, y
0.5, 47.4135
0.6, 488.664
0.7, 436.486
0.8, 67.2692
0.9, 15326
1, 18770.2
1.1, 12116.1
1.2, 5418.5
1.3, 1.86778
1.4, 1.22284
1.5, 9385.12
1.6, 9385.12
1.7, 5418.5
1.8, 9.06735
1.9, 9.08433
2, 33.5369
2.1, 10.5749
2.2, 10.3974
2.3, 27.7671
2.4, 23.5972
2.5, 19.8019
2.6, 10837
2.7, 0.747052
2.8, 0.663466
2.9, 0.608903
3, 55.7279
3.1, 9385.12
3.2, 0.768891
3.3, 33.7251
3.4, 9385.12
3.5, 33.7471
3.6, 337.19
3.7, 2.17836
3.8, 2.42851
3.9, 2.64914
4, 3.35249
4.1, 3.07171
4.2, 3.28495
4.3, 34.9376
4.4, 66.9002
4.5, 87.2288
4.6, 33.8543
4.7, 5.2291
4.8, 51.5646
4.9, 49.6377
5, 32.7778
