x, y
0.5, 115.91
0.6, 530.463
0.7, 765.835
0.8, 868.094
0.9, 816.647
1, 463.029
1.1, 198.214
1.2, 88.3396
1.3, 38.591
1.4, 25.1413
1.5, 24.1763
1.6, 23.5658
1.7, 23.0533
1.8, 22.5351
1.9, 21.9266
2, 21.2187
2.1, 20.4484
2.2, 19.6476
2.3, 18.8366
2.4, 18.0418
2.5, 17.2934
2.6, 16.6105
2.7, 15.9983
2.8, 15.4473
2.9, 14.9505
3, 14.5122
3.1, 14.1403
3.2, 13.8404
3.3, 13.6168
3.4, 13.4729
3.5, 13.4041
3.6, 13.4121
3.7, 13.4912
3.8, 13.6414
3.9, 13.8762
4, 14.1893
4.1, 14.5912
4.2, 14.7588
4.3, 15.3027
4.4, 15.9162
4.5, 16.6018
4.6, 17.3582
4.7, 18.1224
4.8, 18.9606
4.9, 19.8166
5, 20.6242
