x, y
0.5, 0.0833839
0.6, 0.0823458
0.7, 0.0780603
0.8, 0.0606372
0.9, 0.0454222
1, 0.0287545
1.1, 0.0131974
1.2, 0.00773798
1.3, 0.00459901
1.4, 0.0040167
1.5, 0.00349765
1.6, 0.00326925
1.7, 0.00341679
1.8, 0.00385426
1.9, 0.00446792
2, 0.00518382
2.1, 0.00630186
2.2, 0.0083753
2.3, 0.0102012
2.4, 0.0118304
2.5, 0.0133866
2.6, 0.0148926
2.7, 0.0163444
2.8, 0.0176154
2.9, 0.0183363
3, 0.0191496
3.1, 0.0200404
3.2, 0.0209636
3.3, 0.0219381
3.4, 0.0229575
3.5, 0.0240144
3.6, 0.0251094
3.7, 0.0262478
3.8, 0.0288964
3.9, 0.0307794
4, 0.0325823
4.1, 0.0343324
4.2, 0.035981
4.3, 0.0373221
4.4, 0.0389478
4.5, 0.0404018
4.6, 0.0416923
4.7, 0.0429272
4.8, 0.0441981
4.9, 0.046111
5, 0.0482667
