x, y
0.5, 0.329912
0.6, 0.329912
0.7, 0.329912
0.8, 0.185977
0.9, 0.18594
1, 0.00429409
1.1, 0.00365177
1.2, 0.00316269
1.3, 0.00275107
1.4, 0.00242743
1.5, 0.00219578
1.6, 0.00202674
1.7, 0.00187665
1.8, 0.00172022
1.9, 0.00155346
2, 0.00138753
2.1, 0.0012362
2.2, 0.00110558
2.3, 0.000996251
2.4, 0.000909135
2.5, 0.000848145
2.6, 0.000824923
2.7, 0.000875169
2.8, 0.00102288
2.9, 0.00126298
3, 0.00158361
3.1, 0.00198163
3.2, 0.00245485
3.3, 0.00300383
3.4, 0.00362113
3.5, 0.00427744
3.6, 0.0049193
3.7, 0.00548861
3.8, 0.00594587
3.9, 0.0062763
4, 0.00648436
4.1, 0.00658647
4.2, 0.00660485
4.3, 0.00656363
4.4, 0.185983
4.5, 0.18598
4.6, 0.262898
4.7, 0.262969
4.8, 0.263039
4.9, 0.322239
5, 0.322271
