x, y
0.5, 0.0504163
0.6, 0.0488726
0.7, 0.0462517
0.8, 0.0370947
0.9, 0.0277426
1, 0.0178494
1.1, 0.00877742
1.2, 0.00408358
1.3, 0.00164777
1.4, 0.00126623
1.5, 0.00127642
1.6, 0.00133364
1.7, 0.00144341
1.8, 0.00159896
1.9, 0.00178385
2, 0.001994
2.1, 0.00223007
2.2, 0.002597
2.3, 0.00300762
2.4, 0.00341752
2.5, 0.00387067
2.6, 0.004318
2.7, 0.00475138
2.8, 0.00517313
2.9, 0.00556358
3, 0.00590083
3.1, 0.00642767
3.2, 0.00683298
3.3, 0.00731554
3.4, 0.00777892
3.5, 0.00821638
3.6, 0.00865687
3.7, 0.00910319
3.8, 0.00949818
3.9, 0.00987506
4, 0.0102685
4.1, 0.0106815
4.2, 0.0113113
4.3, 0.0117711
4.4, 0.0122218
4.5, 0.0126749
4.6, 0.0131253
4.7, 0.0135774
4.8, 0.0140072
4.9, 0.0144314
5, 0.0148486
